pos word,label
VB enchanted,joy|trust
NN pus,disgust
NN goodness,anticipation|joy|surprise|trust
NN gutter,disgust
JJ inferior,sadness
NN manual,trust
NN bacterium,disgust|fear
VB conspire,fear
VB cracked,anger|fear
NN congressman,trust
NN cannon,anger|fear
NN momentum,anticipation
NN belligerent,anger|fear
JJ neutral,anticipation|trust
JJ influential,trust
NN analyst,anticipation|trust
VB shackle,anger|anticipation|disgust|fear|sadness
VB combat,anger|fear
NN ulcer,anger|disgust|fear|sadness
NN placard,surprise
NN arrival,anticipation
VB disgrace,anger|disgust|sadness
NN heathen,fear
VB ooze,disgust
VB ambition,anticipation|joy|trust
NN bovine,disgust
VB squall,fear|sadness
NN angina,fear
VB interested,disgust|sadness
NN governess,trust
JJ dominant,fear
NN prestige,joy|trust
VB avoid,fear
NN sloth,disgust
VB mire,disgust
RB awful,anger|disgust|fear|sadness
NN toast,joy
NN immortality,anticipation
NN abduction,fear|sadness|surprise
NN famine,sadness
VB grasping,anticipation
JJ grasping,anticipation
VB cuddle,joy|trust
NN sweetheart,anticipation|joy|sadness|trust
VB amuse,joy
VB delay,anger|disgust|fear|sadness
VB pique,anger
VB clue,anticipation
NN enthusiasm,anticipation|joy|surprise
NN robbery,anger|disgust|fear|sadness
NN betrayal,anger|disgust|sadness
NN radiation,fear
NN explosion,fear|surprise
NN enthusiast,anticipation|joy|surprise
JJ austere,fear|sadness
VB marshal,trust
NN caries,disgust
NN unrest,fear|sadness
VB hit,anger
NN sedition,anger|sadness
NN scum,disgust
VB abuse,anger|disgust|fear|sadness
NN headlight,anticipation
JJ dull,sadness
RB marvelously,joy
NN trustee,trust
NN monochrome,disgust
VB resign,anger|disgust|fear|sadness
VB draft,anticipation
NN oppression,anger|disgust|fear|sadness
NN soundness,anticipation|joy|trust
JJ futile,sadness
VB begun,anticipation
VB beating,anger|fear|sadness
VB dove,anticipation|joy|trust
JJ healing,anticipation|joy|trust
VB respite,joy|trust
VB bitch,anger|disgust|fear|sadness
VB pawn,trust
NN smash,anger|fear
JJ dependent,trust
VB surge,surprise
JJ fugitive,anger|disgust|fear|sadness|trust
VB autopsy,disgust|fear|sadness
VB steady,surprise|trust
VB interrupted,sadness
JJ efficient,anticipation|trust
JJ entertained,joy
JJ sticky,disgust
VB hog,disgust
NN assignee,trust
VB award,anticipation|joy|surprise|trust
NN steward,trust
NN tender,joy|trust
JJ prohibited,anger|disgust|fear
NN sunshine,joy
VB fault,sadness
VB incite,anger|anticipation|fear
NN yelp,anger|fear|surprise
JJ lyrical,joy
NN yell,anger|fear|surprise
VB escape,anticipation|fear
VB school,trust
NN purity,surprise
JJ deserted,anger|disgust|fear|sadness
NN tranquility,joy|trust
NN forfeit,anger|sadness
VB stinking,disgust
NN dictator,fear
JJ alienated,sadness
JJ tender,joy|trust
NN microscope,trust
RB assuredly,trust
VB alarm,fear|surprise
NN thermocouple,anticipation
NN chaff,anger|fear
NN disapproval,sadness
VB mill,anticipation
JJ entertaining,anticipation|joy
JJ innocent,trust
RB confidentially,trust
VB verge,anticipation|fear
VB wither,sadness
JJ separatist,anger|disgust
VB desist,anger|disgust
JJ disqualified,anger|disgust|sadness
JJ hypocritical,disgust
VB prevent,fear
JJ unimportant,sadness
JJ combatant,anger|fear
NN emergency,fear|sadness|surprise
JJ crisp,trust
NN kitten,joy|trust
VB pare,anger|anticipation|fear|sadness
NN evasion,fear|sadness
NN argumentation,anger
NN malignancy,fear|sadness
NN harlot,disgust
JJ restorative,anticipation|joy|trust
NN retirement,anticipation|fear|joy|sadness|trust
NN offense,anger|disgust|fear|sadness
JJ grievous,anger|fear|sadness
NN motherhood,joy|trust
JJ injurious,anger|fear|sadness
VB warning,fear
JJ passionate,anticipation|joy|trust
NN slavery,anger|disgust|fear|sadness
JJ nutritious,sadness
NN suffering,disgust|fear|sadness
NN explosive,anger|anticipation|fear|surprise
VB treasure,anticipation|joy|trust
VB humiliate,anger|sadness
NN orgasm,anticipation|joy
JJ musical,anger|anticipation|joy|sadness|surprise|trust
NN consistency,trust
NN badger,anger
VB trespass,anger
VB doom,fear
VB deserted,anger|disgust|fear|sadness
JJ hermaphrodite,surprise
NN prank,surprise
NN radon,fear
VB fuss,anger|sadness
JJ crying,sadness
NN gazette,trust
JJ carnivorous,fear
NN recombination,anticipation
VB stools,disgust
JJ tearful,disgust|fear|sadness
VB defraud,anger|disgust
NN crunch,anger
NN rheumatism,anger|fear|sadness
VB degrading,disgust|fear|sadness
NN consternation,anger|fear
JJ evident,trust
VB disallowed,anger|disgust|fear|sadness
JJ antiseptic,trust
NN crying,sadness
NN difficulty,anger|fear|sadness
VB fuse,trust
NN deceased,sadness
NN badness,anger|disgust|fear
JJ camouflaged,surprise
NN ghetto,disgust|fear|sadness
NN tributary,anticipation
JJ engaged,anticipation|joy|trust
VB await,anticipation
JJ uncontrollable,anger|anticipation|surprise
VB spirits,anticipation|joy|surprise
JJ genuine,trust
NN system,trust
NN doomsday,anger|anticipation|disgust|fear|sadness
VB stone,anger
VB rollicking,joy
NN polarity,surprise
JJ abysmal,sadness
VB govern,trust
JJ leaning,trust
NN quickness,surprise
VB hug,joy|trust
VB reverence,joy|trust
NN wages,joy
NN brute,anger|fear|sadness
JJ apathetic,sadness
NN chant,anger|anticipation|joy|surprise
NN launch,anticipation
JJ scarce,fear|sadness
NN found,joy|trust
VB shattered,sadness
VB horrifying,disgust|fear|sadness
RB shockingly,surprise
NN chaos,anger|fear|sadness
VB pain,fear|sadness
VB funk,sadness
JJ obnoxious,anger|disgust|sadness
VB towering,anticipation|fear
JJ practiced,joy|surprise|trust
JJ intact,trust
VB plague,disgust|fear|sadness
JJ tantamount,trust
JJ phony,anger|disgust
NN communication,trust
VB deflate,anger|sadness
NN tariff,anger|disgust
JJ sage,trust
NN fighting,anger
VB bias,anger
JJ unforgiving,anger|sadness
VB persuade,trust
VB deport,fear|sadness
NN adversity,anger|fear|sadness
NN assurance,trust
NN decay,fear|sadness
NN suspension,fear
VB aspiring,anticipation|joy|trust
JJ chance,surprise
NN orchestra,anger|joy|sadness|trust
NN injury,anger|fear|sadness
NN chart,trust
NN alien,disgust|fear
JJ adorable,joy
VB acquiring,anticipation
NN birthday,anticipation|joy|surprise
JJ brazen,anger
NN fender,trust
NN alertness,anticipation|fear|surprise
VB recommend,trust
NN inquiry,anticipation
NN chasm,fear
NN arbitration,anticipation
NN insurrection,anger
JJ safe,joy|trust
JJ flagrant,anger|disgust
VB clap,anticipation|joy|trust
JJ satanic,anger
VB detract,anger
JJ verified,trust
NN rat,disgust|fear
JJ ugly,disgust
NN mystery,anticipation|surprise
VB apprentice,trust
NN faeces,disgust
NN buffet,anger
VB claw,anger|fear
NN brunt,anger
NN elders,trust
NN impurity,disgust
JJ hearing,fear
NN crushing,anger|disgust|fear
VB prey,fear
NN letter,anticipation
NN ram,anger|anticipation
VB verified,trust
VB proctor,trust
NN sneer,anger|disgust
NN closure,anticipation|joy|sadness
JJ teasing,anger|fear
JJ inconsequential,sadness
VB groan,disgust|sadness
VB mutiny,anger|disgust|fear|surprise
NN cross,anger|fear|sadness
VB distress,anger|disgust|fear|sadness|surprise
VB forsake,sadness
VB riddle,surprise
JJ curable,trust
NN skirmish,anger
NN gelatin,disgust
NN severance,sadness
VB hypertrophy,disgust|fear|surprise
VB worship,anticipation|fear|joy|trust
NN bribery,disgust
NN change,fear
VB birch,anger|disgust|fear
JJ seductive,anticipation
JJ professional,trust
JJ pop,surprise
VB continue,anticipation|trust
VB arrive,anticipation
VB invoke,anticipation
JJ inaugural,anticipation
NN felicity,joy
NN hatred,anger|disgust|fear|sadness
JJ humanitarian,anticipation|joy|surprise|trust
NN infanticide,anger|anticipation|disgust|fear|sadness
JJ threatening,anger|disgust|fear
JJ slimy,disgust
VB skewed,anger|anticipation
VB pray,anticipation|fear|joy|surprise|trust
NN sneak,anger|fear|surprise
VB hap,anticipation|surprise
NN grammar,trust
JJ traumatic,anger|fear|sadness
JJ good,anticipation|joy|surprise|trust
NN reprisal,anger|fear|sadness
VB salute,joy
NN determination,trust
JJ hazardous,fear
VB deceived,anger
VB holiday,anticipation|joy
JJ interior,disgust|trust
JJ stinking,disgust
JJ merciless,fear
JJ abnormal,disgust
NN haze,fear
NN fanaticism,fear
NN fiesta,anticipation|joy|surprise|trust
VB camouflage,surprise
JJ objective,anticipation|trust
NN team,trust
JJ aspiring,anticipation|joy|trust
VB celebrating,anticipation|joy
NN damages,sadness
NN lawsuit,anger|disgust|fear|sadness|surprise
VB concord,trust
NN smother,anger
JJ towering,anticipation|fear
JJ infrequent,surprise
VB savage,anger|fear
JJ unfair,anger|disgust|sadness
VB destroyed,anger|fear|sadness
JJ grizzly,fear
JJ unruly,anger|disgust|fear
NN improvement,joy|trust
NN repulsion,disgust|fear
JJ abandoned,anger|fear|sadness
JJ disclosed,trust
JJ pointless,sadness
VB escaped,fear
VB raving,anger|anticipation|fear|joy|surprise
NN misfortune,fear|sadness
NN pity,sadness
JJ omniscient,trust
NN pith,trust
NN statement,trust
JJ polemic,anger|disgust
JJ disgusting,anger|disgust|fear
NN pandemic,fear|sadness
NN burglar,disgust|fear
NN dietary,anticipation
NN mountain,anticipation
NN moderator,trust
VB lodging,trust
NN expulsion,anger|disgust|fear|sadness
NN madness,anger|fear
JJ geriatric,sadness
NN surveillance,fear
NN magnificence,anticipation|joy|trust
NN neighborhood,anticipation
NN taint,sadness
VB malign,anger|disgust
VB restrict,sadness
NN unhappiness,sadness
RB fairly,trust
NN bartender,trust
JJ unresolved,anticipation
NN decoy,surprise
NN rot,disgust|fear|sadness
NN baby,joy
NN row,anger
NN rod,fear|trust
NN praise,joy|trust
VB hurry,anticipation
JJ disliked,anger|sadness
JJ deplorable,anger|disgust|fear|sadness
VB discontent,anger|disgust|fear|sadness
VB grope,anger|disgust|fear
VB overjoyed,joy
JJ reluctant,fear
VB tramp,disgust|fear|sadness
NN mourning,sadness
VB substantiate,trust
NN festival,anticipation|joy|surprise
JJ prescient,anticipation
NN desecration,anger|disgust|fear|sadness
VB dominate,anger|fear
JJ defunct,sadness
NN postponement,surprise
NN misery,anger|disgust|fear|sadness
JJ paralyzed,anger|fear|sadness|surprise
NN artillery,fear
VB surrender,fear|sadness
VB flounder,fear|sadness
NN prognostic,anticipation
NN alb,trust
NN exorcism,fear|sadness
NN youth,anger|anticipation|fear|joy|surprise
NN manifestation,fear
VB chirp,joy
NN unfortunate,sadness
NN mace,fear
JJ devilish,disgust|fear
NN remove,anger|fear|sadness
NN immovable,trust
NN infinity,anticipation|joy|trust
NN break,surprise
NN scapegoat,anger|fear
JJ cosmopolitan,trust
NN vulture,disgust|fear
NN appalling,disgust|fear
NN irritability,anger
JJ upright,trust
VB contaminated,disgust|fear|sadness
NN casket,fear|sadness
VB serve,trust
VB humbug,anger|disgust|sadness
NN chance,surprise
VB nurture,anger|anticipation|disgust|fear|joy|trust
NN ready,anticipation
JJ cogent,trust
VB scolding,anger
VB clean,joy|trust
NN astronomer,anticipation
VB poaching,anger|disgust|fear|sadness
NN cholera,disgust|fear|sadness
VB gross,disgust
NN destroyer,anger|fear
VB isolated,fear|sadness
NN stalemate,anger|disgust
NN invocation,anticipation|trust
JJ premature,surprise
VB smile,joy|surprise|trust
VB cupping,disgust|fear|sadness
NN disagreement,anger|sadness
NN reverence,joy|trust
NN embarrassment,fear|sadness|surprise
RB scorching,anger
NN referee,trust
VB compress,anger
JJ surprised,surprise
JJ predominant,trust
NN flagship,trust
NN wring,anger
VB decomposed,sadness
NN opponent,anger|anticipation|disgust|fear
JJ unreliable,trust
JJ picturesque,joy
NN compliance,trust
NN cult,fear
VB adventure,anticipation
VB governess,trust
NN regularity,anticipation|trust
JJ sympathetic,fear|joy|sadness|trust
VB plunder,anger|disgust|fear|sadness|surprise
VB trash,disgust|sadness
JJ favorite,joy|trust
NN beggar,sadness
VB specialize,trust
NN renovation,anticipation|joy
JJ crabby,anger
JJ hoary,sadness
NN bankruptcy,anger|disgust|fear|sadness
JJ thumping,fear
RB differently,surprise
VB muddy,disgust
NN unity,trust
VB hurrah,joy
NN kindred,anticipation|joy|trust
NN repellant,disgust|fear
VB weep,sadness
VB alarming,fear|surprise
NN earthquake,anger|fear|sadness|surprise
NN ridicule,anger|disgust|sadness
NN disrespect,anger
JJ trashy,disgust
JJ brilliant,anticipation|joy|trust
NN ceremony,joy|surprise
VB leer,disgust
NN forearm,anger|anticipation
JJ cowardly,fear
VB creeping,anticipation
NN dominion,fear|trust
NN dismemberment,disgust|fear|sadness
VB cherish,anticipation|joy|surprise|trust
NN sequel,anticipation
NN misbehavior,anger|disgust|surprise
NN banquet,anticipation|joy
VB sinning,disgust
NN quest,anticipation
VB boxing,anger
JJ buried,fear|sadness
JJ prudent,trust
NN usher,trust
JJ despicable,anger|disgust
NN struggle,anger|fear|sadness
JJ committed,trust
JJ brutal,anger|fear
NN rising,anticipation|joy
NN squirm,disgust
VB perfect,anticipation|joy|trust
VB conflict,anger|fear|sadness
VB birth,anticipation|fear|joy|trust
NN announcement,anticipation
VB wear,trust
VB murder,anger|disgust|fear|sadness|surprise
JJ alarming,fear|surprise
NN stroke,fear|sadness
NN ail,sadness
JJ insecure,anger|fear|sadness
NN secrecy,surprise|trust
NN hardship,sadness
NN throne,trust
NN allegiance,trust
NN excretion,disgust
JJ disparaging,anger|disgust|sadness
JJ taboo,disgust|fear
JJ habitual,anticipation
VB gut,disgust
VB humble,disgust|sadness
NN counsel,trust
NN cube,trust
NN respect,anticipation|joy|trust
VB smite,anger|fear|sadness
VB encourage,joy|trust
NN bewilderment,fear|surprise
JJ thoughtless,anger|disgust
VB gun,anger|fear
VB disliked,anger|sadness
NN burial,anger|fear|sadness
JJ unclean,disgust
NN discipline,fear
JJ cursed,anger|fear|sadness
JJ ungrateful,anger|disgust
VB thumping,fear
JJ hairy,disgust
VB paralyzed,anger|fear|sadness|surprise
NN winner,anticipation|joy|surprise
NN sectarian,anger|fear
JJ worsening,disgust|sadness
NN intercession,trust
JJ helpless,fear|sadness
VB expire,sadness
NN bran,disgust
NN aga,fear|trust
JJ impending,anticipation|fear
JJ belligerent,anger|fear
NN gateway,trust
VB hiss,anger|fear
VB brighten,joy|surprise|trust
VB labor,anticipation|joy|surprise|trust
NN impossible,sadness
NN dissection,disgust
JJ humbled,sadness
JJ preliminary,anticipation
NN blues,fear|sadness
JJ leading,trust
NN bursary,trust
NN worse,fear|sadness
VB hunting,anger|anticipation|fear
VB purr,joy|trust
NN cashier,trust
VB safeguard,trust
NN worry,anticipation|fear|sadness
NN epidemic,anger|anticipation|disgust|fear|sadness|surprise
JJ pleasurable,joy
JJ wrongful,anger|disgust|sadness
NN forecast,anticipation|trust
JJ impressionable,trust
NN fortress,fear|sadness|trust
JJ axiomatic,trust
JJ grating,anger|disgust
VB broil,anger
VB damn,anger|disgust
VB misplace,anger|disgust
NN inability,sadness
NN banishment,anger|disgust|sadness
VB adhering,trust
NN resection,fear
JJ crucial,trust
NN nun,trust
NN glimmer,anticipation|joy|surprise
NN level,trust
NN setback,sadness
NN triumph,anticipation|joy
NN levee,trust
NN appendicitis,fear|sadness
JJ frenetic,anger|fear|surprise
NN transcendence,anticipation|joy|surprise|trust
VB supporting,trust
NN religion,trust
JJ annihilated,anger|fear|sadness
VB entertaining,anticipation|joy
VB disappoint,anger|disgust|sadness
JJ glad,anticipation|joy
VB broke,fear|sadness
NN deprivation,anger|disgust|fear|sadness
VB lick,disgust
NN scourge,anger|fear|sadness
VB decompose,disgust
NN elbow,anger
VB concealed,anticipation|fear|surprise
NN expletive,anger
JJ intoxicated,disgust
VB punt,anticipation
NN tempest,anger|anticipation|fear|sadness|surprise
NN challenge,anger|fear
NN vampire,anger|disgust|fear
JJ indivisible,trust
VB smut,disgust|fear
NN lament,disgust|fear|sadness
VB crumbling,sadness
NN signature,trust
NN displeasure,disgust
NN clock,anticipation
NN hell,anger|disgust|fear|sadness
VB evict,sadness
JJ erotic,anticipation|joy|surprise|trust
NN tutelage,trust
NN revere,anticipation|joy|trust
NN thought,anticipation
VB remedy,anticipation|joy|trust
NN preponderance,trust
NN bargain,trust
NN pastry,joy
NN county,trust
JJ elegant,joy
VB demise,fear|sadness
NN remorse,sadness
NN amortization,trust
NN basketball,anticipation|joy
NN absentee,sadness
VB liberate,anger|anticipation|joy|surprise|trust
VB destroying,anger|fear|sadness
VB assured,trust
VB underestimate,surprise
JJ escaped,fear
VB slaughtering,anger|disgust|fear|sadness|surprise
VB puke,disgust
JJ animated,joy
NN measles,disgust|fear|sadness
JJ nefarious,disgust|fear|sadness|surprise
JJ asserting,trust
NN debacle,fear|sadness
NN nothingness,sadness
VB cussed,anger
NN emancipation,anticipation|joy
VB linger,anticipation
VB strained,anger
JJ jovial,joy
NN garden,joy
VB delight,anticipation|joy
NN damnation,anger|fear|sadness
NN stretcher,fear|sadness
NN constancy,trust
VB label,trust
NN visitor,anticipation|joy
VB career,anticipation
NN regurgitation,disgust
VB instruct,trust
NN sludge,disgust
NN relics,sadness
NN remains,disgust|fear|trust
VB overload,sadness
VB bugle,anticipation
NN credential,trust
VB defect,anger
JJ philanthropic,trust
NN erotic,anticipation|joy|surprise|trust
JJ iron,trust
VB TRUE,joy|trust
NN seal,trust
NN sentinel,trust
JJ evergreen,joy|trust
NN shudder,fear
VB captivate,anticipation|joy|surprise|trust
JJ screaming,anger|disgust|fear
NN oblivion,anger|fear
RB smash,anger|fear
JJ wishful,anticipation
NN conciliation,joy|trust
VB coax,trust
JJ unsatisfied,disgust|sadness
NN benefactor,trust
VB inviting,anticipation|joy|surprise|trust
JJ disrespectful,anger|disgust|fear|sadness
NN bridesmaid,joy|trust
NN prologue,anticipation
JJ reputable,trust
NN cutthroat,anger|fear
JJ perfect,anticipation|joy|trust
RB shortly,anticipation
NN badge,trust
NN contagion,anticipation|disgust|fear
NN inequality,anger|fear|sadness
VB veto,anger
VB oblige,trust
NN aspiration,anticipation|joy|surprise|trust
JJ recreational,anticipation|joy
JJ captive,fear|sadness
NN sucker,anger
VB disqualified,anger|disgust|sadness
VB snarling,anger
NN weight,anticipation|disgust|fear|joy|sadness|surprise|trust
NN heft,anticipation|fear
NN serpent,disgust|fear
NN weeds,sadness
VB beware,anticipation|fear
NN seek,anticipation
JJ agreeable,trust
JJ exigent,anticipation|disgust|fear|surprise
NN pirate,anger
NN mortuary,fear|sadness
NN climax,anticipation|joy|surprise|trust
VB flesh,disgust
NN antipathy,anger|disgust
NN gusset,trust
NN whirlwind,fear
NN ringer,anger
VB crisp,trust
VB score,anticipation|joy|surprise
JJ miraculous,joy|surprise
VB quote,anticipation|surprise
VB chagrin,disgust|sadness
NN brothel,disgust
NN magnet,trust
NN splash,surprise
NN congruence,trust
VB joy,joy
VB diminish,sadness
VB ashes,sadness
NN battle,anger
NN grandchildren,anticipation|joy|trust
NN volunteers,trust
VB interrupt,anger|surprise
JJ lonely,anger|disgust|fear|sadness
NN parade,anticipation|fear|joy|surprise
JJ aghast,disgust|fear|surprise
NN intuition,trust
NN shipwreck,fear|sadness
NN shell,anger|fear|sadness|surprise
JJ surly,anger|disgust
VB scorn,anger
NN accountant,trust
NN brother,trust
VB atrophy,disgust|fear|sadness
VB concerned,fear|sadness
NN involvement,anger
VB rifle,anger|fear
VB stalemate,anger|disgust
JJ irreparable,fear|sadness
JJ scandalous,anger
JJ unbearable,disgust|sadness
JJ incendiary,anger|fear|surprise
NN words,anger
VB vent,anger
NN judgment,surprise
VB snort,sadness
JJ smiling,joy
JJ outrageous,surprise
JJ aggravating,anger|sadness
VB saint,anticipation|joy|surprise|trust
JJ formidable,fear
JJ fatty,disgust|sadness
VB slime,disgust
JJ suicidal,anger|disgust|fear|sadness
VB harrowing,fear
NN wizard,anticipation|surprise
NN concordance,trust
NN cacophony,anger|disgust
NN dealings,trust
JJ helpful,joy|trust
VB languishing,fear|sadness
NN monogamy,trust
VB defend,fear
JJ offensive,anger|disgust
NN grief,sadness
NN infestation,disgust|fear
NN fulfillment,anticipation|joy|trust
JJ aching,sadness
JJ neurotic,disgust|fear
NN chuckle,anticipation|joy|surprise|trust
RB immediately,anticipation
NN daily,anticipation
JJ evil,anger|disgust|fear|sadness
NN paranoia,fear
NN waffle,anger|sadness
NN mule,anger|trust
NN romanticism,joy
NN obstacle,anger|fear|sadness
VB endeavor,anticipation
NN rebel,anger|fear
NN jurist,trust
NN butcher,anger|disgust|fear
NN possession,anger|disgust|fear
NN tremor,anger|anticipation|fear|sadness
NN animus,anger
VB esteem,joy|sadness|trust
VB accusing,anger|fear
VB untie,joy
VB approve,joy|trust
NN friction,anger
JJ perilous,anticipation|fear|sadness
VB grave,fear|sadness
NN wait,anticipation
NN homeless,anger|anticipation|disgust|fear|sadness
NN baboon,disgust
NN wail,fear|sadness
VB deserve,anger|anticipation|trust
NN variable,surprise
JJ sovereign,trust
JJ concerned,fear|sadness
RB miserably,sadness
NN sympathy,sadness
VB wench,anger|disgust
JJ angry,anger|disgust
JJ impenetrable,trust
JJ collateral,trust
NN prognosis,anticipation|fear
VB torpedo,anger
NN aggravation,anger|disgust
NN conglomerate,trust
NN necessity,sadness
NN parrot,disgust
NN astrologer,anticipation
VB bellows,anger
NN encumbrance,anger|fear|sadness
NN strengthening,joy|trust
JJ ardent,anticipation|joy
JJ delusional,anger|fear
VB despair,anger|disgust|fear|sadness
VB spear,anger|anticipation|fear
JJ advisable,trust
NN torment,anger|fear|sadness
NN muck,disgust
NN batter,anger|fear
JJ stone,anger
JJ cautious,anticipation|fear|trust
NN collision,anger
NN conjecture,anticipation
NN endowment,trust
JJ voluptuous,anticipation|joy
VB curse,anger|disgust|fear|sadness
JJ surrogate,trust
VB whip,anger
NN thug,anger|disgust|fear
RB smack,anger
VB veer,fear|surprise
VB damage,anger|disgust|sadness
JJ apostolic,trust
JJ obliging,anger|anticipation|disgust|fear|joy|surprise|trust
NN auditor,fear|trust
NN hero,anticipation|joy|surprise|trust
NN buck,fear|surprise
JJ depraved,anger|anticipation|disgust|fear|sadness
NN knell,fear|sadness
JJ boisterous,anger|anticipation|joy
NN defender,trust
NN projectile,fear
NN creature,disgust|fear
VB thresh,anger|fear|sadness
JJ obstructive,anger
NN ballot,anticipation|trust
JJ intense,anger|disgust|fear|joy|surprise|trust
JJ jarring,fear|sadness
VB treat,anger|anticipation|disgust|fear|joy|sadness|surprise|trust
JJ incestuous,disgust
JJ offended,anger|sadness
JJ occasional,surprise
NN manslaughter,anger|disgust|fear|sadness|surprise
JJ contagious,disgust|fear
NN elimination,anger|disgust|fear|sadness
VB mistaken,fear
JJ abject,disgust
JJ authentic,joy|trust
JJ turbulent,fear
VB speck,disgust
VB unfold,anticipation
NN comptroller,trust
NN lace,anger|fear|sadness|trust
JJ sceptical,trust
JJ luscious,anticipation|joy
JJ shattered,sadness
NN friendship,joy|trust
NN hardy,joy|trust
VB provoking,anger|disgust
JJ abhorrent,anger|disgust|fear
NN mutter,anger
NN philanthropist,trust
VB grant,anticipation|joy|trust
JJ unable,sadness
NN celebrity,anger|anticipation|disgust|joy|surprise|trust
NN mistake,sadness
NN sonnet,joy|sadness
NN obi,disgust|fear
NN darling,joy|trust
VB denying,anticipation
NN beauty,joy
NN counselor,trust
NN surrender,fear|sadness
NN melodrama,anger|sadness
NN instructions,anticipation|trust
JJ demonstrative,joy|sadness
NN blanket,trust
NN muff,anger|disgust
NN thirst,anticipation|sadness|surprise
VB glory,anticipation|joy|trust
JJ muddy,disgust
VB anguish,anger|fear|sadness
NN safekeeping,trust
RB mighty,anger|fear|joy|trust
JJ angelic,joy|trust
NN auction,anticipation
NN rack,sadness
VB synchronize,anticipation|joy|surprise|trust
VB screaming,anger|disgust|fear
NN avalanche,fear|sadness|surprise
NN animosity,anger|disgust|fear|sadness
JJ forgotten,fear|sadness
NN blunder,disgust|sadness
NN disabled,fear|sadness
JJ cautionary,fear
VB resent,anger
NN relapse,fear|sadness
VB humbled,sadness
JJ public,anticipation
JJ fatal,anger|fear|sadness
VB risk,anticipation|fear
NN council,anticipation|trust
NN laughter,anticipation|joy|surprise
VB bunker,fear
NN outcast,disgust|fear|sadness
VB disposed,anticipation|trust
NN disappointment,disgust|sadness
VB slum,disgust
NN center,trust
VB slur,anger|disgust|sadness
NN canker,anger|disgust
NN crocodile,fear
RB beastly,disgust|fear
NN polio,fear|sadness
NN suspect,fear
JJ hellish,anger|disgust|fear|sadness
VB slug,disgust
JJ approaching,anticipation
JJ corrosive,fear
JJ unquestioned,trust
NN eruption,anger|fear|surprise
JJ humorous,joy
NN grin,anticipation|joy|surprise|trust
NN rags,disgust
NN grit,trust
JJ destined,anticipation
NN fatality,fear|sadness
JJ constant,trust
NN structure,trust
NN syringe,fear
JJ auspicious,anticipation|joy
JJ warning,fear
NN devil,anger|anticipation|disgust|fear|sadness
NN rage,anger
JJ reticent,fear
NN hulk,disgust
VB shoulder,trust
VB riot,anger|fear
NN malfeasance,disgust
NN turmoil,anger|fear|sadness
NN tough,sadness
NN gage,trust
VB jaws,fear
NN assassination,anger|fear|sadness
VB scoff,anger|disgust
NN plan,anticipation
JJ truthful,trust
JJ understanding,trust
JJ phantom,fear
NN rail,anger|anticipation
JJ trembling,fear
NN plea,anticipation|fear|sadness
NN raid,anger|fear|surprise
NN problem,fear|sadness
VB assure,trust
NN undesirable,anger|disgust|fear|sadness
NN sump,disgust
NN mandarin,trust
NN hospice,sadness
JJ indefensible,fear
VB horse,trust
VB leading,trust
VB jab,anger
JJ unfavorable,disgust|sadness
NN gain,anticipation|joy
NN tussle,anger
NN sorcery,anticipation|fear|surprise
VB vindicate,anger
JJ wizard,anticipation|surprise
JJ senile,fear|sadness
JJ diplomatic,trust
NN chicane,anticipation|surprise|trust
NN government,fear
VB trump,surprise
JJ resplendent,joy
VB slop,disgust
NN clown,anticipation|joy|surprise
JJ benign,joy
NN torrent,fear
NN carnage,anger|disgust|fear|sadness|surprise
NN phlegm,disgust
NN public,anticipation
NN fortitude,joy|trust
NN abomination,anger|disgust|fear
JJ gross,disgust
VB confess,trust
NN bonus,anticipation|joy|surprise
NN rivalry,anger
NN fancy,anticipation|joy
NN girder,trust
VB localize,anticipation
JJ abundant,joy
NN inoculation,anticipation|trust
NN memorials,sadness
NN approaching,anticipation
JJ center,trust
NN reconciliation,anticipation|joy|trust
JJ successful,anticipation|joy|trust
VB engaged,anticipation|joy|trust
NN ranger,trust
NN guard,fear|trust
VB scold,anger|disgust|fear|sadness
NN respects,trust
NN dagger,fear
NN nest,trust
VB pained,fear|sadness
JJ renegade,anger
NN cess,disgust
NN disobedience,anger|disgust
NN tackle,anger|surprise
NN delirium,disgust|sadness
NN grab,anger
VB tussle,anger
JJ vanished,fear|sadness|surprise
NN ugliness,disgust|fear|sadness
NN deterioration,anger|disgust|fear|sadness
NN grime,disgust
VB taught,trust
JJ attendant,trust
VB unseat,sadness
JJ elite,anticipation|joy|trust
NN catechism,disgust
JJ worried,sadness
VB happen,anticipation
VB slip,surprise
NN scoundrel,anger|disgust|fear|trust
VB attack,anger|fear
VB gift,anticipation|joy|surprise
VB truss,trust
VB intimate,anticipation|joy|trust
NN formative,trust
VB trust,trust
JJ confined,anger|disgust|fear|sadness
JJ concealed,anticipation|fear|surprise
NN huff,anger|disgust
JJ negative,sadness
VB regretted,sadness
NN disease,anger|disgust|fear|sadness
JJ unsympathetic,anger
RB affirmatively,trust
JJ principal,trust
JJ irrational,disgust|fear
NN gray,disgust|sadness
JJ inadequate,sadness
NN frown,sadness
VB guide,trust
NN fangs,fear
RB amazingly,joy|surprise
NN perdition,anger|disgust|fear|sadness
JJ posthumous,sadness
NN curiosity,anticipation|surprise
NN robber,disgust|fear
NN production,anticipation
VB allied,trust
JJ thankful,joy
NN title,trust
